entry	name	body	comment	decompilation_status
ram:0000	RST0	[[ram:0000, ram:0004] [ram:0006, ram:000f] [ram:0016, ram:0023]]		completed
ram:0010	RST2	[[ram:0010, ram:0015]]		completed
ram:0028	RST5	[[ram:0028, ram:002f]]		completed
ram:0030	RST6	[[ram:0030, ram:0037]]		completed
ram:0038	RST7	[[ram:0038, ram:0065] [ram:0098, ram:014d]]		completed
ram:0066	NMI_ISR	[[ram:0066, ram:008a]]		completed
ram:14c3	FUN_ram_14c3	[[ram:14c3, ram:14dd] [ram:14e1, ram:1572]]		completed
